company_name,client_name,email,mobile,source,remark,designation,address,category,state,city,pincode,website
Simatech Automation (SIEMENS AUTHORISED SYSTEM HOUSE),,,9820234033,Building automation companies,,,"3 Sarswati Building, Tungareshwar Industrial Complex, Vasai East, sativli, Maharashtra 401208",Automation company in Maharashtra,,,401208,http://simatechautomation.in/
Nirmal Automation,,,2065271490,Building automation companies,,,"Flat No. 6, Lunawat Reality, Paud Road, Opp. Vanaz Factory, Kothrud, Pune, Maharashtra 411038",Automation company,Maharashtra,Pune,411038,http://www.nirmalautomation.in/
Raviraj Enterprises,,,9922007354,Building automation companies,,,"Fursungi, Maharashtra 412308",Home automation company,Maharashtra,Fursungi,412308,http://www.zansa.in/
IB Automation PVT LTD,,,,Building automation companies,,,"1195/14-B, Mamasaheb Thopate Path, Sumukh Society, Sud Nagar, Shivajinagar, Pune, Maharashtra 411005",Automation company,Maharashtra,Pune,411005,
Smart Automation,,,,Building automation companies,,,"Building No 2, Rahul Nagar, Kothrud, Pune, Maharashtra 411038",Automation company,Maharashtra,Pune,411038,
Vector Automation,,,9970064441,Building automation companies,,,"Nakshtra Garden, BRICK CASTLE, 3Rd floor, Office No: 301 Siyona Height Near, GP Pradhan Garden Rd, opp. BLOCK-B, Bhosale Nagar, Hadapsar, Pune, Maharashtra 411028",Automation company,Maharashtra,Pune,411028,http://vectorautomation.co.in/
Propix Technologies Pvt. Ltd.,,,2067526600,Building automation companies,,,"14, House No. 1720 / 1721, First Floor Dhareshwar Industries, Dhadge Industrial Estate, Nanded Phata, Taluka : Haveli, Pune, Maharashtra 411041",Electronics company,Maharashtra,Pune,411041,https://www.propixtech.com/
SAMEER GROUP,,,9970006545,Building automation companies,,,"302,KALPAVRIKSHA,100 FT DP ROAD, OFF. MHATRE BRIDGE NEAR GHARKUL LAWNS, DP Rd, next to ALOHA CLINIC, Karve Nagar, Pune, Maharashtra 411052",Electrician,Maharashtra,Pune,411052,http://www.sameergroup.co.in/
Omatic AV Solutions,,,,Building automation companies,,,"Office No.5 Varad, Lokamanya Nagar, Pune, Maharashtra 411030",Automation company,Maharashtra,Pune,411030,https://www.omatic.co.in/
Webolusion,,,,Building automation companies,,,"BUILDING-B3, Cerebrum IT Park, 1E 2nd Floor, Marigold complex, Kalyani Nagar, Pune, Maharashtra 411014",Home automation company,Maharashtra,Pune,411014,
Fisen Automation PVT LTD,,,7261944333,Building automation companies,,,"Danny Mehta Industrial, Betal Nagar, Kondhwa, Pune, Maharashtra 411048",Automation company,Maharashtra,Pune,411048,http://fisenautomation.com/
Vsquare Automation & Controls,,,,Building automation companies,,,"No. 202, Pune, Maharashtra 411046",Automation company,Maharashtra,Pune,411046,
Automation & Control Technologies,,,2025410119,Building automation companies,,,"GR2F+GJ2, Kothrud Industrial Area, Kothrud, Pune, Maharashtra 411038",Electronics company,Maharashtra,Pune,411038,
Affinity Automation,,,9637428643,Building automation companies,,,"Sr. No 26/6, Vitthal Krupa, opposite Deccan Honda Service Center, Pandurang Industrial Area, Narhe, Pune, Maharashtra 411041",Automation company,Maharashtra,Pune,411041,http://www.affinityautomation.in/
Venus Automation,,,9922956115,Building automation companies,,,"No. 10/5, 3, Pune - Bengaluru Hwy, New Nurses Town Co Operative Society, Dhankawadi, Pune, Maharashtra 411041",Manufacturer,Maharashtra,Pune,411041,https://venusautomation.in/contact-us.php
Ingenium Electronics Pvt. Ltd.,,,9822429996,Building automation companies,,,"7, Samitra Society, Sahakarnagar No. 2, Parvati, near Rajiwade Garden, Pune, Maharashtra 411009",Manufacturer,Maharashtra,Pune,411009,https://www.ingeniumlabs.com/
IB Global,,,7385800585,Building automation companies,,,"The Metropolitan, 5th Floor, Office No. 502/3/ABCD/504, Wakdewadi Landmark, above Vodafone Showroom, Shivajinagar, Pune, Maharashtra 411005",Automation company,Maharashtra,Pune,411005,http://ibglobalin.com/
M V AUTOMATION,,,9767854411,Building automation companies,,,"3/1 ANKITA APP, Sinhgad Rd, Hingne Khurd, Pune, Maharashtra 411051",Automation company,Maharashtra,Pune,411051,https://mvautomation.business.site/
IB Global,,,8380073512,Building automation companies,,,"Vikrant Palace, Shop-03, Sinhgad Rd, Manik Baug, Pune, Maharashtra 411051",Automation company,Maharashtra,Pune,411051,http://ibglobalin.com/
Weiss Automation Solutions India Pvt. Ltd.,,,,Building automation companies,,,"2A/2, Pune, Maharashtra 411041",Manufacturer,Maharashtra,Pune,411041,
Teknomindz Institute of Advance Technology,,,,Building automation companies,,,"103, 2nd Floor, Sudarshan Building, Sheela Vihar Colony, Paud Rd, Kothrud, Pune, Maharashtra 411038",Educational institution,Maharashtra,Pune,411038,http://www.teknomindz.com/
System Software.,,,,Building automation companies,,,"Darpan Building, No. 302, Sarang Road, Sahakarnagar No - 2, Pune, Maharashtra 411009",Manufacturer,Maharashtra,Pune,411009,http://systemsoftwareindia.com/
Cyfrodom Home Automation Solutions,,,9372781569,Building automation companies,,,"6th Floor, Ackruti Trade Centre, B wing, Bhim Nagar Rd, Kondivita, Andheri East, Mumbai, Maharashtra 400093",Home automation company,Maharashtra,Mumbai,400093,https://www.cyfrodom.com/
Bhatai Automation,,,7888068088,Building automation companies,,,"Office No.603, 7th Floor, Steller Spaces, opp. Zensar IT Park, Kharadi, Pune, Maharashtra 411014",Automation company,Maharashtra,Pune,411014,http://bhataiautomation.com/
Clean Energy Systems,,,2024272136,Building automation companies,,,"Plot No 24, Gultekadi Industrial Estate, Pune, Maharashtra 411037",Dry cleaner,Maharashtra,Pune,411037,http://www.cleanenergysystems.in/
Keystroke Aryan Infotech Private Ltd,,,,Building automation companies,,,"SHANTAI COMPLEX, Shop No. 5, Sai Satyam Park, Pune - Ahmednagar Hwy, opp. Satav Automotive, Ubale Nagar, Wagholi, Pune, Maharashtra 412207",Computer support and services,Maharashtra,Pune,412207,
Sumiran Automations Pvt Ltd,,,,Building automation companies,,,"Unit no. 8 , building no. 2, Golani Naka, Vasai East, Vasai-Virar, Maharashtra 401208",Automation company,Maharashtra,Vasai-Virar,401208,http://sumiran.in/
S N Automation,,,9923700317,Building automation companies,,,"CRWQ+4JF, Ambegaon BK, Pune, Maharashtra 411046",Engineer,Maharashtra,Pune,411046,http://www.snautomation.co.in/
Avion Building Automation,,,2225897070,Building automation companies,,,"Unit 103, Level 1 Building no.2 RAJSHREE industrial premises, opp R Mall, Ghodbunder Rd, Manpada, Thane, Maharashtra 400607",Fire protection equipment supplier,Maharashtra,Thane,400607,http://www.aviongroup.co.in/
Mega Automations & Controls Pvt. Ltd,,,9970176482,Building automation companies,,,"1st floor, Dhruta Complex, near, Baba Bhide Bridge, Pulachi Wadi, Deccan Gymkhana, Pune, Maharashtra 411004",Industrial equipment supplier,Maharashtra,Pune,411004,http://megaautomations.com/
Inteltek Automation JV,,,,Building automation companies,,,"CRVP+WP5, NH 48, Ambegaon BK, Pune, Maharashtra 411046",Automation company,Maharashtra,Pune,411046,http://www.inteltekindia.com/
Multiline Technologies,,,9004522206,Building automation companies,,,"81/1/1A/4 Krushna Nagar, Near Dighi Police Chowki, Dighi, Pune, Maharashtra 411015",Home automation company,Maharashtra,Pimpri-Chinchwad,411015,http://www.multilineasia.com/
Messung Group - Building Automation and Controls Division,,,2066498600,Building automation companies,,,"402, The Chambers, Viman Nagar, Pune, Maharashtra 411014",Corporate office,,,411014,http://www.messungbacd.com/
Central Technology Systems,,,2065241122,Building automation companies,,,"204, Venus Apartment, North Main Koregoan Park Road, German Bakery Lane, Pune, Maharashtra 411001",Automation company,Maharashtra,Pune,411001,http://ctsgulf.com/
Johnson Controls Private Limited,,,2030288100,Building automation companies,,,"301, Zanith Complex, 28/2, K M Gandhi Path, Shivaji Nagar, Shivaji Nagar, Pune, Maharashtra 411045",HVAC contractor,Maharashtra,Pune,411045,https://www.johnsoncontrols.com/en_in
Kass Automation,,,,Building automation companies,,,"Gate No.-730, Bakori Road, Off Pune-Nagar Highway, Opp. BJS College, near Cystal Rock Society, Wagholi, Pune, Maharashtra 412207",Automation company,Maharashtra,Vithalwadi,412207,http://kassautomation.in/
Contera Engineering Private Limited,,,18001020755,Building automation companies,,,"101, MCPL Building, Mulshi-Paud Rd, Bhugaon, Pune, Maharashtra 411038",Electronics company in Maharashtra,,,411038,http://www.contera.in/
Ample SofTech system,,,8459882296,Building automation companies,,,"Office 201 2 nd Floor above McDonald's wall, street 24, near cipla foundation, Warje, Pune, Maharashtra 411058",Software company,Maharashtra,Pune,411058,http://www.amplesoftech.com/
IB Global,,,8380073515,Building automation companies,,,"Mega Center, F-604, Pune - Solapur Rd, Hadapsar, Pune, Maharashtra 411028",Automation company,Maharashtra,Pune,411028,http://ibglobalin.com/
Vaayu Smart Technologies,,,,Building automation companies,,,"401-A, Tejpearl building, Pizza hut lane, Jangali Maharaj Rd, Pune, Maharashtra 411004",Automation company,Maharashtra,Pune,411004,http://www.vaayusmart.com/
Sofcon India Pvt Ltd Pune,,,7387700803,Building automation companies,,,"Shree Chambers, 61/B, Building-B,Ground Floor Pune, Old Mumbai Rd, Pune, Maharashtra 411005",Training centre,Maharashtra,Pune,411005,https://www.sofcontraining.com/
Lebenor Technologies Pvt Ltd,,,,Building automation companies,,,"S. No. 37/1, Shed No 1, Dagade Farm Dagade Vasti, Pisoli, Pune, Maharashtra 411060",Manufacturer,Maharashtra,Pune,411060,https://lebenorindia.com/
Suyash Automation and Controls,,,,Building automation companies,,,"SHOP NO 9, GAT NO. 1323, MORE, Pawar Vasti Rd, behind SWARAJ FITNESS, SANE, Pawar Industrial Area, Chikhali, PUNE, Maharashtra 411062",Manufacturer in Maharashtra,,,411062,https://suyash-automation-and-controls.business.site/?utm_source=gmb&utm_medium=referral
NM Automation and Control Private Limited,,,2240560900,Building automation companies,,,"Building No 2, Sonal Link Industrial Estate, Kanchpada, Gala 326/27, Link Road, Malad West, Malad West, Mumbai, Maharashtra 400064",Automation company,Maharashtra,Mumbai,400064,http://www.automationind.com/
AISA Industrial Automation India,,,,Building automation companies,,,"HPR2+P25, Hinjawadi Phase II, Hinjewadi Rajiv Gandhi Infotech Park, Hinjawadi, Pimpri-Chinchwad, Maharashtra 411057",Machining manufacturer,Maharashtra,Pimpri-Chinchwad,411057,
ABP Systems and Solutions,,,7977005113,Building automation companies,,,"A12, Indraprastha Apartment, Pune - Satara Rd, near DMart, Padmavati Nagar, Pune, Maharashtra 411009",Software company,Maharashtra,Pune,411009,https://abpss.in/
IDEAL RESOURCES PRODUCTS PVT. LTD.,,,9168589955,Building automation companies,,,"Vishal Enclave, 302, Vitthal Rao Shivarkar Rd, above Bank Of Maharashtra, Fatima Nagar, Wanowrie, Pune, Maharashtra 411040",Industrial equipment supplier,Maharashtra,Pune,411040,https://idealresources.co.in/
G K Controls Pvt. Ltd.,,,9595623424,Building automation companies,,,"11, Radha Paradise,, near Amar Cottage, Bhosale Nagar, Hadapsar, Pune, Maharashtra 411028",Engineer,Maharashtra,Pune,411028,http://www.gkcglobal.com/
Am ecosystem technologies pvt ltd,,,,Building automation companies,,,"6, 7, Shivane, Pune, Maharashtra 411023",Automation company,Maharashtra,Pune,411023,https://www.ecosystemsind.com/
Honeywell,,,,Building automation companies,,,"56 & 57, Hadapsar Industrial Estate, Hadapsar, near Kirloskar Pneumatic, Pune, Maharashtra 411013",Corporate office,,,411013,http://www.honeywell.com/
Peppermint Robots (Brand of Aubotz Labs Pvt Ltd),,,9380961201,Building automation companies,,,"S. No. 30/4, Intelux Lane, Landmark: Dran Company Dhayari Industrial, Shree Control Chowk Rd, near Sree, Dhayari, Pune, Maharashtra 411041",Manufacturer in Maharashtra,,,411041,http://www.getpeppermint.co/
LIVE WIRE,,,020 2548710,Building automation companies,,,"Plot No 35 A, Nandanvan Bungalow, behind Tathawade Udyan, Anurekha Society, Pune, Maharashtra 411052",Electronics manufacturer,Maharashtra,Pune,411052,http://livewiretech.in/
Trans Tech Projects Pvt. Ltd.,,,8983002534,Building automation companies,,,"Om', Plot No.17, Sr .No.13 Society, Vidnyan Nagar Rd, near Bramha Chaitanya, Bavdhan, Pune, Maharashtra 411021",Engineering consultant,Maharashtra,Pune,411021,http://www.transtechprojects.com/
Automation Systems,,,,Building automation companies,,,"J 477/2 MIDC Bhosari, Pune, Maharashtra 411026",Material handling equipment supplier,Maharashtra,Pimpri-Chinchwad,411026,
San Techno Mentors Pvt. Ltd.,,,8380064605,Building automation companies,,,"Office No.4, Aishwarya Sankul, Next To Joshi Railway Museum, Near To Karishma Building, Late GA Kulkarni Path, Kothrud, Pune, Maharashtra 411038",Training centre,Maharashtra,Pune,411038,http://www.santechnomentors.com/
Pinnacle Industrial Controls Pvt. Ltd.,,,2242281900,Building automation companies,,,"J, 208, Saki Vihar Rd, Ansa Industrial Estate, Marol, Andheri East, Mumbai, Maharashtra 400072",Industrial equipment supplier,Maharashtra,Mumbai,400072,http://www.pinnacle-controls.com/
Keetronics (India) Pvt. Ltd.,,,2067257100,Building automation companies,,,"Devgiri Building,Kothrud Industrial Estate, near KARISHMA COMPLEX, next to Starbucks,Take left, Kothrud, Pune, Maharashtra 411038",Corporate office,,,411038,https://www.keetronics.com/
N-gen Automation,,,8888855276,Building automation companies,,,"S.No. 271/1, Ingawale Patil Complex, At Post : Bhugaon, Tal :, Mulshi Rd, Pune, Maharashtra 412115",Corporate office,,,412115,http://www.ngen-group.com/
Vistara Automation,,,,Building automation companies,,,"M/s.Vistara Automation, S No.67/5/1 Near M.K.Bakery, Santosh Nagar, Katraj, 411046",Corporate office,,,411046,http://www.vistaraautomation.com/
Prime Fokus,,,9390309030,Building automation companies,,,"Building - Emilia, Nyati Meadows Vadgaon Sheri, Kalyani Nagar Rd, Annex, Pune, Maharashtra 411014",Automation company,Maharashtra,Pune,411014,http://primefokus.com/
Marsh,,,9881721316,Building automation companies,,,"FRMG+7C8, Sinhgad Rd, Near Vittalvadi Mandir, Vittalvadi, Hingne Khurd, Pune, Maharashtra 411030",Machining manufacturer,Maharashtra,Pune,411030,https://www.marsh.com/
Qalbagy Technologies,,,8080919227,Building automation companies,,,"Shivratna Society Building No.1, SR NO 682/B, B3, Bibwewadi, Pune, Maharashtra 411037",Industrial consultant,Maharashtra,Pune,411037,http://qalbagy.com/
Exide authorised dealer kothrud,,,,Building automation companies,,,"Shivaji Maharaj Statue, mokate building block no 1 kothrud, Pune, Maharashtra 411038",Automation company,Maharashtra,Pune,411038,https://exide-authorised-dealer-kothrud.business.site/?utm_source=gmb&utm_medium=referral
Jeet,,,,Building automation companies,,,"1/10, Jeet bungalow, near Karve statue, Kothrud, Pune, 411038",Apartment building,Maharashtra,Pune,411038,
Vaishnavi Sales and Services,,,9890731312,Building automation companies,,,"Plot No: 8, Shop No: 1, Datta Prasad Building, Near Saibaba Mandir, Satara Rd, Mukund Nagar, Pune, Maharashtra 411037",Truck repair shop,Maharashtra,Pune,411037,http://vaishnavisales.co.in/services
Global Infocloud | IT Automation | Digital Marketing | Design,,,9021918932,Building automation companies,,,"402, Landmark Avenue 4th Floor, Baner - Pashan Link Rd, near Utam Super Market, Pune, Maharashtra 411021",Internet marketing service,Maharashtra,Pune,411021,https://www.globalinfocloud.com/
GORESONS,,,,Building automation companies,,,"near, 203, Chaitnya Apartment, Khandoba Mandir Rd, Sukhsagar Nagar, Katraj, Pune, Maharashtra 411046",Energy equipment and solutions,Maharashtra,Pune,411046,http://www.goresons.com/
S.K. Automation,,,,Building automation companies,,,"PQFV+M2R, Pune, Maharashtra 410501",Manufacturer in Maharashtra,,,410501,
Electronic Co Operative Estate Limited,,,200423784,Building automation companies,,,"A Building, 44, Pune - Satara Rd, Parvati, Parvati Industrial Estate, Parvati Paytha, Pune, Maharashtra 411009",Back office,Maharashtra,Pune,411009,
Spirit Enterprises,,,9850029758,Building automation companies,,,"Shop No. 4, Limaye Nagar, Narhe Rd, Pandurang Industrial Area, Dhayari, Pune, Maharashtra 411041",Manufacturer in Maharashtra,,,411041,http://spiritelectromech.com/
ProductDossier Solutions India Pvt Ltd,,,7620900522,Building automation companies,,,"Building 2nd floor, 209, Timeless, 1B/1A, Range Hill Rd, opposite Hotel Symphony, Pune, Maharashtra 411020",Software company,Maharashtra,Pune,411020,https://www.productdossier.com/
Navbharat Society,,,,Building automation companies,,,"FRH4+M42, Warje, Pune, Maharashtra 411052",Home automation company,Maharashtra,Pune,411052,
Heidenhain - Ace Automation,,,9822969152,Building automation companies,,,"Flat T-15, Saragam Park, Gujrath Colony, Kothrud, Near Vanaz Engg Company, Pune, Maharashtra 411029",Tool store,Maharashtra,Pune,411029,http://www.aceautomation.co.in/
Zensoft Services Pvt. Ltd.,,,2066479400,Building automation companies,,,"6th Floor, Sai Radhe Complex Sangamvadi, Kennedy Road, Behind Sheraton Grand (Old LE Meridian), Pune, India, Maharashtra 411001",Business to business service,Maharashtra,Pune,411001,http://www.zensoftservices.com/
S&R Technologies,,,9890178607,Building automation companies,,,"Survey No-434/3,Sagar Corner,Office No-, 2/3/733, Old Mumbai - Pune Hwy, Vivek Nagar, Kasarwadi, Pune, Maharashtra 411034",Outlet store,Maharashtra,Pimpri-Chinchwad,411034,http://www.tritechautomation.com/
Sigma controls,,,,Building automation companies,,,"Flat No. 102, Harshville Apartments, Lane Number 8, Veerbhadra Nagar, Baner, Pune, Maharashtra 411045",Corporate office,,,411045,http://www.sigmatek-automation.com/
360 Automation and Controls LLP,,,9923552698,Building automation companies,,,"Akurdi Gaothan, Gaothan, Vivek Nagar, Akurdi, Pimpri-Chinchwad, Maharashtra 411035",Corporate office,,,411035,http://www.360automationcontrols.in/
Spider Steel Spring Mfg. Co.,,,2026124417,Building automation companies,,,"Mangalwar Peth Rd, Mangalwar Peth, Somwar Peth, Pune, Maharashtra 411011",Industrial consultant,Maharashtra,Pune,411011,
Obelisk Infosystems,,,2024337881,Building automation companies,,,"502, Anant Residency, 2055, Sadashiv Peth,, Tilak Road, Near Hotel Girija, Pune, Maharashtra 411030",Software company,Maharashtra,Pune,411030,https://obeliskinfo.com/
Aarav Enterprises,,,8898783776,Building automation companies,,,"Sr. No. 80/2, Sidhhivinayak Park, Colony No. 2, Near Dattanagar, Dighi,, Pune., Pune, Maharashtra 411015",Solar hot water system supplier,Maharashtra,Pimpri-Chinchwad,411015,http://aesalesandservice.page.tl/
AMOVEX INFOTECH PVT.LTD.,,,,Building automation companies,,,"592,Shivshakti Building, NC Kelkar Road, Narayan Peth, Pune, Maharashtra 411030",Software company,Maharashtra,Pune,411030,https://amovex.com/
Shrey Bunglow,,,,Building automation companies,,,,,,,,
Stretto Automation Private Ltd.,,,2068687700,Building automation companies,,,"NH 48, Ramnagar, Maharashtra 412205",Corporate office,,,412205,http://www.strettoindia.com/
Tulip Apartment,,,,Building automation companies,,,"CRVM+W6F, Mokarwadi, Pune, Maharashtra 411046",Home automation company,Maharashtra,Pune,411046,
TakeKnowLogic Automation,,,9372854486,Building automation companies,,,"2, 2nd Floor, Nutan Yashwant Society, TV Center Road, CIDCO, N8, Aurangabad, Maharashtra 431003",Automation company,Maharashtra,Aurangabad,431003,http://takeknowlogic.com/?page_id=402
"Kalika Engineers - Special Purpose Machines, Machine Assembly, Jigs & Fixtures Manufacturer",,,,Building automation companies,,,"Tal. Haveli, Sr. No. 14, A Wing, Shed No. 9, Dadge Estate, Mahatma Jyotiba Phule Marg, near Savali Dhaba, Nanded Fata, Pune, Maharashtra 411041",Machining manufacturer,Maharashtra,Pune,411041,https://www.kalikaengineers.com/
Vuykont India,,,9511631589,Building automation companies,,,"1, Prerna Building, Nr.Dnyandeep School, Kudale-Patil Estate, Nr, Navale Bridge, Sinhgad Rd, Vadgaon Bk, Pune, Maharashtra 411041",Software company,Maharashtra,Pune,411041,
MYHOMESERVICES,,,8181817777,Building automation companies,,,"Bhale Estate, B-15, Old Mumbai - Pune Hwy, Wakadewadi, Pune, Maharashtra 411003",Home help service agency,Maharashtra,Pune,411003,https://www.myhomeservices.co.in/
Whiteseed,,,8879887228,Building automation companies,,,"E/15, Commerce Centre, 5th Floor, Tardeo Rd, Mumbai, Maharashtra 400034",Automation company,Maharashtra,Mumbai,400034,http://whiteseed.in/
Maratha Office Automation,,,9673383614,Building automation companies,,,"Anand building, s n 4, 249 shanivar peth, near omkareshwar mandir, Pune, Maharashtra 411030",Computer store,Maharashtra,Pune,411030,https://maratha-office-automation.business.site/
Seamless Office Automation,,,,Building automation companies,,,"5, Paud Rd, Mahatma Society, Kothrud, Pune, Maharashtra 411038",Corporate office,,,411038,
Star Engineering International,,,9860470931,Building automation companies,,,"C-10/3, Heaven Hills Coop, Kubera Park, Lullanagar, Pune, Maharashtra 411040",Metal machinery supplier,Maharashtra,Pune,411040,
Automation systems,,,,Building automation companies,,,"Ashe Controls Pvt. Ltd., 6/317-318-319, Jogani Industrial Complex Sion–Trombay Road,Sion, Mumbai, Maharashtra 400022",Manufacturer,Maharashtra,Mumbai,400022,http://www.ashecontrols.com/
Neilsoft Engineering Solutions,,,8888109199,Building automation companies,,,"7th Floor, Pride Parmar Galaxy, Sadhu Vaswani Chowk, Agarkar Nagar, Pune, Maharashtra 411001",Engineering consultant,Maharashtra,Pune,411001,http://www.neilsoftsolutions.com/
Rishabh Instruments Pvt. Ltd.,,,8600033165,Building automation companies,,,"507, Lloyd Chambers, Building No:- 02, Maldhaka Chowk, Mangalwar Peth, Pune, Maharashtra 411011",Manufacturer,Maharashtra,Pune,411011,http://www.rishabh.co.in/
Pune Metrology | CMM Inspection Services Pune | 3D Laser Scanning Services In Pune,,,9545553553,Building automation companies,,,"D BUILDING, Gagan Unnatii, 103, Katraj - Kondhwa Rd, near ISKCON TEMPLE, Kondhwa, Pune, Maharashtra 411048",Manufacturer,Maharashtra,Pune,411048,http://punemetrology.in/
Arhan Technologies Private Limited,,,2065603200,Building automation companies,,,"Plot No. 18, Final Plot No. 106, Ram Tekadi Industrial Area, Hadapsar, Pune, Maharashtra 411013",Tool wholesaler,Maharashtra,Pune,411013,https://www.arhantechnologies.com/
Optra Systems Private Limited,,,2064009828,Building automation companies,,,"Dnyanesh Building, 1179/3, Modern College Road, Shivaji Nagar, Pune, Maharashtra 411005",Software company,Maharashtra,Pune,411005,http://ftp.optrasystems.com/news_events/news_2010.php
Eastro Control Systems Pvt Ltd,,,0253 238 0145,Building automation companies,,,"H-145, 1, MIDC Ambad, Nashik, Maharashtra 422010",Engineer,Maharashtra,Nashik,422010,http://www.eastrocontrol.com/
Samarth Udyog,,,2224212934,Building automation companies,,,"Door No. B - 22, Indralok Apartments, Satara Road, Parvati, Pune - 411009",Machining manufacturer,Maharashtra,Pune,411009,https://www.samarthudyog-i40.in/
iProgrammer Solutions Private Limited,,,9922525959,Building automation companies,,,"Office 103, 104 1st floor Pride Portal Senapati Bapat Road Bahiratwadi, Shivaji Co operative Housing Society, Gokhalenagar, Pune, Maharashtra 411016",Software company,Maharashtra,Pune,411016,http://www.iprogrammer.com/
NUOS Home Automation,,,88810,Building automation companies,,,"12 Shahshank Society, 444, Manmala Tank Rd, Matunga, Mumbai, Maharashtra 400016",Home automation company,Maharashtra,Mumbai,400016,
Sintcon Automation Pvt Ltd,,,2025535449,Building automation companies,,,"Shriraj, 94/25b, Prabhat Road, Erandawane, Erandawane, Pune, Maharashtra 411004",Manufacturer,Maharashtra,Pune,411004,
INTERIOR PROFILES,,,,Building automation companies,,,"SHOP N0-1, OPP SGS MALL, SHASTRI APPARTMENT, 4, Moledina Rd, Camp, Pune, Maharashtra 411001",Manufacturer,Maharashtra,Pune,411001,http://www.facebook.com/newgenindia.pune
SSB computers & Solutions,,,9823913834,Building automation companies,,,"Shop no 7 , atashri corner, opposite vision English medium school, Narhe, Pune, Maharashtra 411041",Computer repair service,Maharashtra,Pune,411041,
SWIFTIN CORPORATION LLP,,,9130068101,Building automation companies,,,"Shed No. 2, Survey No. 34, Bhumkar Estate, Zeal College Chowk, Narhe, Haveli, Narhe, Pune, Maharashtra 411041",Aluminum supplier,Maharashtra,Pune,411041,http://aluminiumprofilesindia.com/
Efficient Fire and Security Solutions Pvt Ltd,,,9822008747,Building automation companies,,,"Survey No. 144, Ganesh Nagar Industrial Area, Saswad Rd, Fursungi, Maharashtra 412308",Fire alarm supplier,Maharashtra,Pune,412308,https://efficientfire.in/
Variety Furnishers,,,9623448344,Building automation companies,,,,,,,,http://www.visionhightech.in/
