company_name,client_name,email,mobile,source,remark,designation,address,category,state,city,pincode,website
Envicare Technologies Pvt Ltd,,,9923181974,waste water treatment companie(google),,,"COMPLEX-1, BR1- 401 to 405 , B-Wing, Inox Multiplex Building, Chinchwad Gaon Rd, Akurdi, Pune, Maharashtra 411035",Water treatment plant,Maharashtra,Pimpri-Chinchwad,411035,
Tropicaal Waters India Pvt Ltd,,,8888827279,waste water treatment companie(google),,,"Hill Side, C-201, Sr.No. 95, Plot No.104, Ramtekdi Industrial Area, Hadapsar, Pune, Maharashtra 411028",Sewage treatment plant,Maharashtra,Pune,411028,
Solutech Water Services,,,,waste water treatment companie(google),,,"No 56, Sumit Kulkarni Marg, Shivsadan, Walhekarwadi, Sector No. 32, Nigdi, Pimpri-Chinchwad, Maharashtra 411033",Sewage treatment plant,Maharashtra,Pimpri-Chinchwad,411033,
CH Four Energy Solutions,,,8055573883,waste water treatment companie(google),,,"Office No. 01C, Wing A, 7th Floor, City Vista, Fountain Road, Kharadi, Pune, 411014",Sewage treatment plant,Maharashtra,Pune,411014,
Nature Environmental M &S Pvt.Ltd.,,,,waste water treatment companie(google),,,"1289, Gangutai Patwardhan Rd, Subhash Nagar, Shukrawar Peth, Pune, Maharashtra 411002",Sewage treatment plant,Maharashtra,Pune,411002,
ASMI ECO EQUIPMENTS,,,2024373630,waste water treatment companie(google),,,"G-103 5th Floor K K Market, Near Shankar Maharaj Math, Dhankawadi, Pune, Maharashtra 411043",Sewage treatment plant,Maharashtra,Pune,411043,
Water Business,,,,waste water treatment companie(google),,,"FQ7W+2CG, Nanded City Sinhgad Rd, Nanded Fata, Pandurang Industrial Area, Nanded, Pune, Maharashtra 411041",Sewage treatment plant,Maharashtra,Pune,411041,
Chinmay Enginners,,,8045811887,waste water treatment companie(google),,,"Padmanabh Golden Valley, B 203 S No 147/9, opp. Shiv Medico, Wadgaon Budruk, Dhayari, Pune, Maharashtra 411041",Sewage treatment plant in Maharashtra,,,411041,
Ideal Systems & Services,,,9665134392,waste water treatment companie(google),,,"Lohiya Nagar, Laxmi Vihar, Hadapsar, Pune, Maharashtra 411028",Sewage treatment plant,Maharashtra,Pune,411028,
REMONDIS Aqua (India) Private Ltd.,,,9503007478,waste water treatment companie(google),,,"Office 102-106, 1st Floor, Sapphire House Survey No. 131, Hissa No 1B/2, 5, Pune, Maharashtra 411045",Sewage treatment plant,Maharashtra,Pune,411045,
Arno water technology,,,,waste water treatment companie(google),,,"Flat no 14, 3rd Floor Gayatri Sadan, Wadgaon Sheri, Pune, Maharashtra 411014",Sewage treatment plant,Maharashtra,Pune,411014,
Western Enviro Solutions,,,,waste water treatment companie(google),,,"411, 018, Old Mumbai - Pune Hwy, Bhimjyot Nagar, Pimpri Colony, Pimpri-Chinchwad, Maharashtra 411003",Sewage treatment plant,Maharashtra,Pune,411003,
Best waste water treatment,,,,waste water treatment companie(google),,,"Plot No-23, Rajeshivajinagar, Sector 16, Chikhali, Pimpri-Chinchwad, Maharashtra 411019",Sewage treatment plant,Maharashtra,Pimpri-Chinchwad,411019,
Western Enviro Solutions,,,9860339033,waste water treatment companie(google),,,"Se. No. 33-B, Ion No. 7, 4th Floor, Behind Premium Mall, in front Of Shraddha Heritage, Near Finolex, Square, Pimpri, Pune, Maharashtra 411018",Sewage treatment plant,Maharashtra,Pimpri-Chinchwad,411018,
Pride Enviro System,,,9225065382,waste water treatment companie(google),,,"Shop No 6, Building, 6, Chinchwad - Akurdi Link Rd, Gawade Colony, Shraddha Garden, Deoghar Society, Chinchwad, Pune, Maharashtra 411033",Sewage treatment plant,Maharashtra,Pimpri-Chinchwad,411033,
PMC Sewage Treatment Plant,,,,waste water treatment companie(google),,,"FRPH+X87, Narveer Tanaji Malusare Rd, Vittalvadi, Hingne Khurd, Pune, Maharashtra 411030",Sewage treatment plant,Maharashtra,Pune,411030,
"Universal Engg & Enviro Solution, Pune",,,9665225524,waste water treatment companie(google),,,"HRMH+MRH, Ganesh Garden Ph III, Ganesh Nagar, Dapodi, Pimpri-Chinchwad, Maharashtra 411012",Sewage treatment plant,Maharashtra,Pimpri-Chinchwad,411012,
Complete Water Solution,,,8484844295,waste water treatment companie(google),,,"S.No 56/1, Shevantiban Housing Society, Chintamani Chowk, near Balaji Associates, Walhekarwadi, Pune, Maharashtra 411032",Sewage treatment plant,Maharashtra,Pimpri-Chinchwad,411032,
Charoli sewage water treatment plant,,,,waste water treatment companie(google),,,"MW2H+763, Pune, Maharashtra 412105",Sewage treatment plant in Maharashtra,,,412105,
AQUA MAX ENGINEERS,,,,waste water treatment companie(google),,,"Sr. No.269/1/A, Uruli Devachi,Katraj-Sasawad bypass Road,Opp.Sreenath Cement Pip, Pipe company., Pune, Maharashtra 411008",Sewage treatment plant,Maharashtra,Pune,411008,
Sewage treatment plant kasarwadi,,,,waste water treatment companie(google),,,"JR49+RQV, Kasarwadi, Pimpri-Chinchwad, Maharashtra 411034",Sewage treatment plant,Maharashtra,Pimpri-Chinchwad,411034,
MALJAL TECHNOLOGIES PVT LTD,,,9372730123,waste water treatment companie(google),,,"Datta Mandir Rd, Shankar Kalat Nagar, Wakad, Pimpri-Chinchwad, Maharashtra 411057",Sewage treatment plant,Maharashtra,Pimpri-Chinchwad,411057,
waterandwastewater-treatment-pune,,,,waste water treatment companie(google),,,"Sinhgad Rd, Wadgaon Budruk, Narhe, Pune, Maharashtra 411041",Sewage treatment plant,Maharashtra,Pune,411041,
SHREEJI AQUA TREATMENT PVT. LTD.,,,8037266952,waste water treatment companie(google),,,"Plot No. B, 24, H Block, Morewadi, MIDC, Pimpri-Chinchwad, Maharashtra 411018",Sewage treatment plant,Maharashtra,Pimpri-Chinchwad,411018,
Bhairoba Sewage Treatment Plant,,,,waste water treatment companie(google),,,"GWQ2+9W3, N Main Rd, Kavadewadi, Koregaon Park, Pune, Maharashtra 411001",Sewage treatment plant,Maharashtra,Pune,411001,
Vasundhara EHS Engineers & Consultants (P) Ltd. I Sewage Waste Water Treatment Plant I Environment I Fire & Safety I Pollution Control Board Compliance I Pune,,,9595400405,waste water treatment companie(google),,,"PCMC, Star City Apartment, C - 906 Dhyarkarwadi, Dudulgaon, Moshi - Alandi Rd, Moshi, Pune, Maharashtra 412105",Sewage treatment plant in Maharashtra,,,412105,
Nsafe Technologies LLP,,,,waste water treatment companie(google),,,"14,C-2, Rahul Park, near Utsav Mangal Karyalaya, Akhil Shivtirth Nagar Colony, Kothrud, Pune, Maharashtra 411038",Sewage treatment plant,Maharashtra,Pune,411038,
Sewage Treatment Plant,,,,waste water treatment companie(google),,,"141440, PCMC Link Rd, Wolf Colony, Chinchwad, Pimpri-Chinchwad, Maharashtra 411033",Sewage treatment plant,Maharashtra,Pimpri-Chinchwad,411033,
Earthcare Consultants,,,,waste water treatment companie(google),,,"Gokul Nagar, Katraj, Pune, Maharashtra 411048",Sewage treatment plant,Maharashtra,Pune,411048,
Aqua Tech Engineers,,,,waste water treatment companie(google),,,"4 a, Karve Rd, Hingne Budrukh, Karve Nagar, Pune, Maharashtra 411052",Sewage treatment plant,Maharashtra,Pune,411052,
Pimpri Sewage Treatment Plant,,,,waste water treatment companie(google),,,"JRC4+8H8, MIDC, Pimpri Colony, Pimpri-Chinchwad, Maharashtra 411018",Sewage treatment plant,Maharashtra,Pimpri-Chinchwad,411018,
PMC Sewage Treatment Plant,,,,waste water treatment companie(google),,,"GWQ2+QWR, N Main Rd, Ragvilas Society, Koregaon Park, Pune, Maharashtra 411001",Sewage treatment plant,Maharashtra,Pune,411001,
Greensol Tech,,,9823042526,waste water treatment companie(google),,,"Aishwarya Apartment, 78/33, Bhusari Colony, Kothrud, Pune, Maharashtra 411038",Sewage treatment plant,Maharashtra,Pune,411038,
Dapodi Sewage Treatment Plant,,,,waste water treatment companie(google),,,"507/1, Sangam Cross Rd, Pawna Nagar, Old Sangvi, Pimpri-Chinchwad, Maharashtra 411027",Sewage treatment plant,Maharashtra,Pimpri-Chinchwad,411027,
"Watervision Systems Pvt Ltd. (ETP In Pune, STP In Pune, Sewage treatment Plant in Pune, Effluent Treatment Plant In Pune)",,,8308000707,waste water treatment companie(google),,,"Effluent Treatment Plant In Pune Off No. 303, Yogiraj Heights in front of Funtime Cinema, Phata, Sinhgad road. 411041 Sewage Treatment plant in PuneWadgaon Phata, Maharashtra 411041",Water treatment plant,Maharashtra,Pune,411041,
"Aquacare Solution Enviro Engineers - ETP, STP, WTP, WWTP Manufacturer, Exporter, India",,,8928801901,waste water treatment companie(google),,,"Vinayak Arcade, 2nd Floor, Office No.204, 205 and 206, opp. Bajaj Auto, Akurdi, Pune, Maharashtra 411019",Corporate office,,,411019,
"Ecomatrix Solutions - Twin Type/Single/Stainless Steel/Dry Segregated/Debris/Trash Garbage Chute,Industrial Sewage Treatment Plant/Water/Automatic Effluent Treatment Plant Manufacturers/Suppliers In Pune|Thane|Navi Mumbai|Bangalore|Hyderabad|MH|India",,,9766474241,waste water treatment companie(google),,,"Gat No.- 90, opp. LAXMI HARDWARE & ELECTRICALS, Jyotiba Nagar, Pimpri-Chinchwad, Maharashtra 412114",Water treatment plant,Maharashtra,Pimpri-Chinchwad,412114,
Babar Industries,,,8048016159,waste water treatment companie(google),,,"shushti chowk javlakar nagar, kalpatau road, near masjit, Pimple Gurav, Pune, Maharashtra 411061",Sewage treatment plant,Maharashtra,Pimpri-Chinchwad,411061,
Prakrriti Enterprises | Wastewater Treatment Plant,,,,waste water treatment companie(google),,,"58, 59, opposite Spaco Carburators, D-II Block, MIDC, Chinchwad, Pune, Maharashtra 411019",Water treatment plant,Maharashtra,Pimpri-Chinchwad,411019,
Apex Ecotech Pvt Ltd,,,2027121977,waste water treatment companie(google),,,"Five Gardens Road Sunshine Villas, Rahatani, Pimpri-Chinchwad, Maharashtra 411027",Water treatment plant,Maharashtra,Pimpri-Chinchwad,411027,
e-Water Mission India Pvt. Ltd.,,,,waste water treatment companie(google),,,"Gate no. 349 Shed no. 2 Krupa, Industrial Estate, Taluka, Mulshi Rd, Pirangut, Maharashtra 412115",Sewage treatment plant in Maharashtra,,,412115,
WTE Infra Projects Pvt. Ltd - For Water & Waste Water Treatment,,,8888889611,waste water treatment companie(google),,,"PAP-S-77 ,Near Bridgestone Company , MIDC Phase II, Chakan Road, Sawardari, Maharashtra 410501",Environmental organization,Maharashtra,Sawardari,410501,
IDEAL SYSTEMS & SERVICES,,,,waste water treatment companie(google),,,"Highway Tower, 4, Service Rd, Kalbhor Nagar, MIDC, Chinchwad, Pimpri-Chinchwad, Maharashtra 411019",Sewage treatment plant,Maharashtra,Pimpri-Chinchwad,411019,
Marcuras Water Treatment (I) Pvt. Ltd.,,,2065110102,waste water treatment companie(google),,,"W -194 B, 'S' BLOCK,, MIDC BHOSARI, Pune, Maharashtra 411026",Water treatment plant,Maharashtra,Pimpri-Chinchwad,411026,
17 MLD Tanajiwadi Sewage treatment plant.,,,,waste water treatment companie(google),,,"GVQ3+287, Sphurti Society, Wakadewadi, Shivajinagar, Pune, Maharashtra 411003",Sewage treatment plant,Maharashtra,Pune,411003,
Sewage Treatment Plant,,,,waste water treatment companie(google),,,"HR3V+VHP, Range Hills, Pune, Maharashtra 411020",Sewage treatment plant,Maharashtra,Pune,411020,
SV GROUP,,,7872227222,waste water treatment companie(google),,,"Hall no. 401&411,Sonigara Landmarks, Chatrapati Chowk Rd, Kaspate Wasti, Wakad, Pune, Maharashtra 411057",Corporate office,,,411057,
Nixie Engineers Pvt Ltd,,,2025435800,waste water treatment companie(google),,,"#5, Chinali Apartments CTS No.6,, Plot No.885, Kashibai Khilare Path, Ganesh Nagar, Erandwane, Pune, Maharashtra 411004",Water treatment plant,Maharashtra,Pune,411004,
Titazon Enterprises,,,8446632101,waste water treatment companie(google),,,"203, Devi Prime Complex, Chowk, above ICICI Bank, Kad Nagar, Undri, Pune, Maharashtra 411060",Sewage treatment plant,Maharashtra,Pune,411060,
Global Aqua,,,9890993720,waste water treatment companie(google),,,"Tirumala Residency, S No 9 , Row House, No 2, Dhayari-Narhe Rd, Dhayari, Pune, Maharashtra 411041",Sewage treatment plant in Maharashtra,,,411041,
Chikhali Sewage Treatment Plant,,,,waste water treatment companie(google),,,"MR73+QFW, Sector No. 18, Chinchwad, Vitthal Nagar, Maharashtra 411019",Sewage treatment plant in Maharashtra,,,411019,
HNB Engineers Pvt. Ltd.,,,2024473299,waste water treatment companie(google),,,"1326, Bajirao Rd, Natu Baag, Shukrawar Peth, Pune, Maharashtra 411002",Sewage treatment plant,Maharashtra,Pune,411002,
PAMM Environmental Solutions Pvt Ltd,,,,waste water treatment companie(google),,,"Sapphire Complex, 3rd Floor-Back Side, Old Mumbai - Pune Hwy, near Ashok Restaurant, Phugewadi, Dapodi, Pune, Maharashtra 411012",Water treatment plant,Maharashtra,Pimpri-Chinchwad,411012,
Sewage Treatment Plant,,,,waste water treatment companie(google),,,"GXX2+36F, EON Free Zone, Kharadi, Pune, Maharashtra 411014",Water treatment plant in Maharashtra,,,411014,
"Water Treatment Plant, Sangamwadi",,,,waste water treatment companie(google),,,"GVM9+P7W, Sangamvadi, Pune, Maharashtra 411001",Water treatment plant,Maharashtra,Pune,411001,
Chirag Techno Products And Consultants,,,9225891068,waste water treatment companie(google),,,"F3/742,Takshashila CHS ltd.,MHADA, Morewadi, Pimpri Colony, Pune, Maharashtra 411018",Sewage treatment plant,Maharashtra,Pimpri-Chinchwad,411018,
Innovative Enviro,,,,waste water treatment companie(google),,,"2nd Floor, Unit No. 40, Gami Industrial Park, MIDC Industrial Area, Pawne, Navi Mumbai, Maharashtra 400710",Sewage treatment plant,Maharashtra,Navi Mumbai,400710,
Envirotech Systems,,,9850957232,waste water treatment companie(google),,,"Office No. C-7, Nilesh Prestige, Kale Padal Rd, Sasane Nagar, Hadapsar, Pune, Maharashtra 411028",Water treatment plant in Maharashtra,,,411028,
Sangvi Sewage Treatment Plant,,,,waste water treatment companie(google),,,"HRGF+2MF, Dapodi, Pimpri-Chinchwad, Maharashtra 411027",Sewage treatment plant,Maharashtra,Pimpri-Chinchwad,411027,
ATHRAV AQUATEH SALES & SERVICE,,,9922486035,waste water treatment companie(google),,,"Sr No 174 Near S S Enterprise Old Fursungi Road Bhekrainagar, Hadapsar, Pune, Maharashtra 412308",Sewage treatment plant,Maharashtra,Pune,412308,
Water Treatment Services,,,2027120488,waste water treatment companie(google),,,"Plot No-w 275, J Block, M I D C, Bhosari Industrial Estate, M I D C, Pune, Maharashtra 411026",Water treatment plant,Maharashtra,Pimpri-Chinchwad,411026,
"Ecomatrix Solutions - Garbage Chute Systems,Garbage Chute Manufacturer,Water Treatment Plant Manufacturers in Pune,Waste Water Treatment Plant Manufacturers In Hyderabad|Bengaluru|Bangalore|Pune|Mumbai|Navi Mumbai|Thane|MH|Maharashtra|India",,,9766474241,waste water treatment companie(google),,,"Gat No.- 90, opp. LAXMI HARDWARE & ELECTRICALS, Jyotiba Nagar, Talwade, Pimpri-Chinchwad, Maharashtra 412114",Engineering consultant,Maharashtra,Pimpri-Chinchwad,412114,
D G water solutions,,,,waste water treatment companie(google),,,"02, Baliraj Colony Number 2, Ram Nagar, Rahatani, Pimpri-Chinchwad, Maharashtra 411017",Water treatment plant,Maharashtra,Pimpri-Chinchwad,411017,
Aquatech Systems,,,9284997639,waste water treatment companie(google),,,"S. No 247/2/2D, Plot No 2 & 3,1st Floor, New Ganesh Nagar Near Udyamnagari, Opp. Lokmanya Hospital, Chinchwad, Pimpri-Chinchwad, Maharashtra 411001",Water treatment plant,Maharashtra,Pimpri-Chinchwad,411001,
"Bhumi Enviro Solutions - STP Plant, ETP Plant, Rainwater Harvesting System Manufacturer in Pune",,,8459950814,waste water treatment companie(google),,,"Flat No.18, K Wing, Shree Morya Gosavi Raj Park, PH - 1, Keshav Nagar, Pimpri-Chinchwad, Maharashtra 411033",Water treatment plant,Maharashtra,Pimpri-Chinchwad,411033,
Prabhu Envirotec Pvt Ltd,,,2228380534,waste water treatment companie(google),,,"213/218 New Apollo Estate Mogra Road, Andheri East, Mumbai, Maharashtra 400069",Sewage treatment plant,Maharashtra,Mumbai,400069,
SV Associates,,,,waste water treatment companie(google),,,"401, 'Sonigara Landmarks, 57, Chatrapati Chowk Rd, Kaspate Wasti, Wakad, Pune, Maharashtra 411057",Water utility company,Maharashtra,Pimpri-Chinchwad,411057,
MKW Bio-systems,,,9767107399,waste water treatment companie(google),,,"50/21/3 Water House Chintamani Industrial Estate ,Narhe Road Pune, Pune, Maharashtra 411041",Water treatment plant,Maharashtra,Pune,411041,
VIRAJ WATER SOLUTION,,,9130328974,waste water treatment companie(google),,,"Kausalya Niwas, 58, Gokul Nagar, Lane No 3,Kondhwa, Pune, Maharashtra 411048",Water treatment plant,Maharashtra,Pune,411048,
Water Treatment Consultan,,,9822398030,waste water treatment companie(google),,,"Megh Malhar, Flat No. 2, Opposite Vanaz, Near Hotel Senetor, Near Kinara Hotel, Kothrud, Pune, Maharashtra 411038",Water treatment plant,Maharashtra,Pune,411038,
Green Electra Enviro Tech,,,,waste water treatment companie(google),,,"Shop no 3 , shivkrupa , Kamathe wasti Near Shinde pul, NDA Rd, Shivane, Pune, Maharashtra 411023",Water treatment plant,Maharashtra,Pune,411023,
Sewage treatment Plant Shirur (MCI),,,,waste water treatment companie(google),,,"R9JG+M2P, Unnamed Road, Shirur, Maharashtra 412210",Sewage treatment plant,Maharashtra,Shirur,412210,
STP,,,,waste water treatment companie(google),,,"411028, Cybercity, Magarpatta, Hadapsar, Pune, Maharashtra 411028",Sewage treatment plant,Maharashtra,Pune,411028,
Kamothe sewage Treatment Plant,,,,waste water treatment companie(google),,,"237P+JJ2, Sector - 32, Kamothe, Panvel, Navi Mumbai, Maharashtra 410206",Sewage treatment plant,Maharashtra,Navi Mumbai,410206,
Shriji Enterprises,,,,waste water treatment companie(google),,,"21, Suyog Ind. Estate,, L B S Marg, Vikhroli (W),, Mumbai, Maharashtra 400083",Sewage treatment plant,Maharashtra,Mumbai,400083,
PCMC Waste Water Treatment Plant,,,,waste water treatment companie(google),,,"JQGW+V97, Pimpri-Chinchwad Link Rd, Bhat Nagar, Pimpri Colony, Pimpri-Chinchwad, Maharashtra 411033",Water treatment plant,Maharashtra,Pimpri-Chinchwad,411033,
Deccan Water Treatment Pvt Ltd,,,9673700065,waste water treatment companie(google),,,"32/1,Behind Relax Hotel, Chintamani Park Road, Old Mundhwa Rd, Tukaram Nagar, Kharadi, Pune, Maharashtra 411014",Water treatment supplier,Maharashtra,Pune,411014,
Aum Engineers | Water Treatment Plants,,,9860658628,waste water treatment companie(google),,,"Sagar Complex, A Wing 3rd Floor, Kasarwadi, Pimpri-Chinchwad, Maharashtra 411034",Water treatment plant,Maharashtra,Pimpri-Chinchwad,411034,
Ward 'A' Wastewater Treatment Plant,,,,waste water treatment companie(google),,,"4, Palm Beach Rd, Surya Society, Sector 50, Nerul, Navi Mumbai, Maharashtra 400706",Sewage treatment plant,Maharashtra,Navi Mumbai,400706,
Niseva Envirotech,,,9619821899,waste water treatment companie(google),,,"B-2 Shreyas society, Vijay Nagar, Vartak Nagar, Thane West, Thane, Maharashtra 400606",Sewage treatment plant,Maharashtra,Thane,400606,
Transcend Cleantec Pvt. Ltd.,,,7767050200,waste water treatment companie(google),,,"S No 37/2, Shed no 463/1, Near Joshi Transformer, Taluka Haveli, Pune - 411041, Maharashtra 411041",Sewage treatment plant,Maharashtra,Pune,411041,
Tssm BSCOER Waste Water Treatment,,,,waste water treatment companie(google),,,"CRVJ+FM3, Narhe, Pune, Maharashtra 411046",Water treatment plant,Maharashtra,Pune,411046,
Ramnandi Small Bund,,,,waste water treatment companie(google),,,"GQ79+5R9, Mokai Vasti, Bavdhan, Pune, Maharashtra 411021",Sewage treatment plant,Maharashtra,Pune,411021,
Top Field Water Solutions,,,,waste water treatment companie(google),,,"Flat No.05 1st Floor Kubera Vihar F Building Gadital, Hadapsar, Pune, Maharashtra 411028",Water treatment plant,Maharashtra,Pune,411028,
UNIQUE ENVIRO ENGINEERS,,,8788722820,waste water treatment companie(google),,,"Sadar Bazar, Satara, Maharashtra 415001",Sewage treatment plant,Maharashtra,Satara,415001,
AURO WATER SOLUTIONS,,,9673288158,waste water treatment companie(google),,,"Flat No.141, Building No.3, Gurupournima Housing Society, Pune, Maharashtra 411016",Water treatment plant,Maharashtra,Pune,411016,
Unicare Technologies Pvt Ltd,,,9823009394,waste water treatment companie(google),,,"Gate No. 1327, Vrindavan Park, Opp: Kamal Motors, Nagar Rd, Wagholi, Pune, Maharashtra 412207",Water treatment plant,Maharashtra,Pune,412207,
Ion Exchange Services West Limited,,,2027144238,waste water treatment companie(google),,,"9 (B-2/7), First Floor, Building Sukhwani Fortune, Malwadi Road, Pimpri, Pimpri, Pune, Maharashtra 411018",Sewage treatment plant,Maharashtra,Pimpri-Chinchwad,411018,
Neel Techno Sales & Services,,,8048553191,waste water treatment companie(google),,,"FQ3V+X23, Nanded Sinhgad Road, Ghule Patil Nagar, Pandurang Industrial Area, Narhe, Pune, Maharashtra 411041",Water treatment supplier,Maharashtra,Pune,411041,
Sewage Treatment Plant,,,9029909096,waste water treatment companie(google),,,"33C7+FJ4, Forest Area, Kharghar, Navi Mumbai, Maharashtra 410210",Sewage treatment plant,Maharashtra,Navi Mumbai,410210,
Greencraft Labs | Bioculture Company For Wastewater Treatment,,,9023882028,waste water treatment companie(google),,,"Rh No 03, Gulmarga, near GREEN ZONE, Baner, Pune, Maharashtra 411045",Sewage treatment plant,Maharashtra,Pune,411045,
Continental Envirotech & Engg. Solutions,,,,waste water treatment companie(google),,,"Om Sai Apartment, 303, H/No - 0271/003, Sector 6, Nerul, Navi Mumbai, Maharashtra 400706",Sewage treatment plant,Maharashtra,Navi Mumbai,400706,
Aquachem Engineering Services,,,9822196573,waste water treatment companie(google),,,"No. 3, Shriramkripa, Road No. 5 Dahanukar Colony, Kothrud, Pune, Maharashtra 411038",Water treatment plant,Maharashtra,Pune,411038,
SUVIRON PRODUCTS PVT. LTD.,,,2066015803,waste water treatment companie(google),,,"2-A, Atharva Chamber, 55, Pune Mumbai Road, Wakde Wadi, 55, Old Mumbai Pune Hwy, Wakadewadi, Shivajinagar, Pune, Maharashtra 411005",Manufacturer,Maharashtra,Pune,411005,
Evotech Technologies Private Limited,,,8530926001,waste water treatment companie(google),,,"B1, Nirmal Market, Plot No. 35, CDC-PCNTDA, Spine Rd, Purnanagar, Pimpri Colony, Pimpri-Chinchwad, Maharashtra 411019",Water treatment plant,Maharashtra,Pimpri-Chinchwad,411019,
Upay Water Systems Pvt Ltd,,,,waste water treatment companie(google),,,"A-112 ,1st Floor, H Block, Pimpri, MIDC, Pune, Maharashtra 411018",Waste management service,Maharashtra,Pimpri-Chinchwad,411018,
Ionic Engineering Technology Pvt Ltd,,,8275486263,waste water treatment companie(google),,,"No 1, 5 & 12, Ground Floor, B Wing, Mahalaxmi Heights, Old Mumbai - Pune Hwy, next to Keys Hotel, Pimpri Colony, Pimpri-Chinchwad, Maharashtra 411019",Water treatment supplier,Maharashtra,Pimpri-Chinchwad,411019,
PRITAM HYDROTECH ENGINEERS & ENVIRO SERVICES,,,9371668605,waste water treatment companie(google),,,"Sr. No. 63, 4, Sonwane Wasti Rd, Tathawade, Mulshi, Maharashtra 411033",Water treatment plant,Maharashtra,Pimpri-Chinchwad,411033,
BMC Sewage treatment plant,,,,waste water treatment companie(google),,,"4HMH+V8F, Pune, Maharashtra 413102",Sewage treatment plant in Maharashtra,,,413102,
"AKSHAY URJA PVT. LTD,",,,,waste water treatment companie(google),,,"Parvati Park Apartments, Flat No. 1, Purshotam Apartment, 132/A, near Ramkrishna Ashram, Pune, Maharashtra 411030",Solar hot water system supplier,Maharashtra,Pune,411030,
Warje Water Treatment Plant,,,,waste water treatment companie(google),,,"FRP5+CQP, Brahma Chaitnya Society, Warje Jakat Naka, Hingane Home Colony, Warje, Pune, Maharashtra 411052",Water treatment plant,Maharashtra,Pune,411052,
Sfurti Society Water Treatment plant,,,,waste water treatment companie(google),,,"411003, Lane Number 5, Corporation Colony, Shivajinagar, Pune, Maharashtra 411005",Water treatment plant,Maharashtra,Pune,411005,
Jitendra Watertech,,,,waste water treatment companie(google),,,"Sr.No.72/3A/1, Shiv Nagari, Adarsh Nagar, Dighi, Pune, Maharashtra 411015",Manufacturer,Maharashtra,Pimpri-Chinchwad,411015,
